Citation,,,Sample,,,Flow,,,,,,,Experimental Set up,,,,Outputs,,,,,Info
Article (MLA),Authors,DOI,"Geometry of Sample (flat, wire, or Cylindrical)","Dimensions of sample (Wire is in diameter, cylinder is in radius x length, rectangle is in L x W x H)",Material of sample,Oxygen Concentration,Pressure,Flow Velocity (Co flow is + and counter flow is -),Rig Name,"Internal geometry (Cylindrical , rectangular)",Internal Dimensions ,Gravity (g/gearth),"Ignition method (Wire, open flame, or Radiative Heater","Expireimental facility (Parabolic Aircraft, Drop Tower, Spacecraft, Sounding Rocket, Ground)",Ignition power (W),Ignition time (s),Ignition (Yes/No),Flame Length,FSR (Flame Spread Rate),HRR (Heat release rate),Smoke/ Areosols (yes/no),
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,25.4%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,25.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,23.2%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,22.1%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,20.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,22.4%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 4 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,20.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 4 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,19.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 4 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,23.3%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 8 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,21.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 8 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,21.2%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 8 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,20.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 8 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,19.2%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 8 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,18.8%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 8 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,20.2%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 12 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,20.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 12 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,19.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(A), thick core; microgravity boundary map; black LDPE; external radiant heat flux = 12 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,25.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,20.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,19.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,23.4%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,22.3%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,18.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 0 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,23.2%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 4 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,20.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 4 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,19.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 4 kW/m�"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,22.2%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,,,,"Fig. 10(B), thin core; microgravity boundary map; black LDPE; external radiant heat flux = 4 kW/m�"
